RMAID,OrderID,Step,Status,Reason
35810,35692,Product replacement or account refund processed,Complete,Defective
35811,35693,Product replacement or account refund processed,Complete,Order
35812,35685,Product replacement or account refund processed,Complete,Order
35813,35695,Product replacement or account refund processed,Complete,Rejected
35814,35695,Product replacement or account refund processed,Complete,Incorrect
35815,35696,Product replacement or account refund processed,Complete,Incorrect
35816,35689,Product replacement or account refund processed,Complete,Incorrect
35817,35690,Product replacement or account refund processed,Complete,Defective
35818,35700,Product replacement or account refund processed,Complete,Defective
35819,35692,Product replacement or account refund processed,Complete,Order
35820,35693,Product replacement or account refund processed,Complete,Order
35821,35703,Product replacement or account refund processed,Complete,Order
35822,35703,Product replacement or account refund processed,Complete,Defective
35823,35696,Product replacement or account refund processed,Complete,Incorrect
35824,35706,Awaiting customer Documentation,Pending,Defective
35825,35706,Product replacement or account refund processed,Complete,Defective
35826,35706,Product replacement or account refund processed,Complete,Incorrect
35827,35700,Product replacement or account refund processed,Complete,Defective
35828,35703,Product replacement or account refund processed,Complete,Defective
35829,35704,Product replacement or account refund processed,Complete,Order
35830,35712,Received returned equipment,Initiated,Incorrect
35831,35713,Product replacement or account refund processed,Complete,Defective
35832,35713,Product replacement or account refund processed,Complete,Order
35833,35715,Product replacement or account refund processed,Complete,Incorrect
35834,35713,Product replacement or account refund processed,Complete,Incorrect
35835,35715,Product replacement or account refund processed,Complete,Order
35836,35709,Product replacement or account refund processed,Complete,Incorrect
35837,35719,Product replacement or account refund processed,Complete,Order
35838,35720,Product replacement or account refund processed,Complete,Defective
35839,35712,Product replacement or account refund processed,Complete,Defective
35840,35722,Product replacement or account refund processed,Complete,Defective
35841,35722,Product replacement or account refund processed,Complete,Incorrect
35842,35722,Product replacement or account refund processed,Complete,Order
35843,35723,Product replacement or account refund processed,Complete,Defective
35844,35726,Product replacement or account refund processed,Complete,Defective
35845,35722,Awaiting customer Documentation,Pending,Order
35846,35723,Product replacement or account refund processed,Complete,Incorrect
35847,35726,Product replacement or account refund processed,Complete,Order
35848,35729,Product replacement or account refund processed,Complete,Order
35849,35722,Product replacement or account refund processed,Complete,Incorrect
35850,35723,Product replacement or account refund processed,Complete,Order
35851,35733,Product replacement or account refund processed,Complete,Incorrect
35852,35733,Awaiting customer Documentation,Pending,Incorrect
35853,35735,Product replacement or account refund processed,Complete,Defective
35854,35735,Product replacement or account refund processed,Complete,Order
35855,35728,Product replacement or account refund processed,Complete,Defective
35856,35729,Received returned equipment,Initiated,Incorrect
35857,35731,Product replacement or account refund processed,Complete,Defective
35858,35732,Product replacement or account refund processed,Complete,Order
35859,35741,Product replacement or account refund processed,Complete,Order
35860,35741,Product replacement or account refund processed,Complete,Incorrect
35861,35741,Product replacement or account refund processed,Complete,Defective
35862,35741,Product replacement or account refund processed,Complete,Defective
35863,35741,Awaiting customer Documentation,Pending,Order
35864,35741,Awaiting customer Documentation,Pending,Defective
35865,35740,Product replacement or account refund processed,Complete,Order
35866,35748,Product replacement or account refund processed,Complete,Order
35867,35748,Product replacement or account refund processed,Complete,Defective
35868,35741,Product replacement or account refund processed,Complete,Defective
35869,35743,Product replacement or account refund processed,Complete,Order
35870,35744,Product replacement or account refund processed,Complete,Incorrect
35871,35745,Product replacement or account refund processed,Complete,Incorrect
